cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16
1951-07-02,21.100,0.616,0.668,0.000,-0.939,-3.697,-1.815
1951-07-03,21.230,1.931,0.616,1.288,-0.655,-2.525,-1.758
1951-07-05,21.640,0.000,1.931,2.559,2.559,0.418,0.558
1951-07-06,21.640,0.416,0.000,1.931,3.244,1.644,0.418
1951-07-09,21.730,-0.460,0.416,0.416,2.986,2.019,-0.504
1951-07-10,21.630,0.231,-0.460,-0.046,1.884,1.217,-1.860
1951-07-11,21.680,0.554,0.231,-0.230,0.185,2.749,-1.678
1951-07-12,21.800,0.826,0.554,0.786,0.739,4.008,-0.999
1951-07-13,21.980,-1.137,0.826,1.384,1.150,4.171,0.319
1951-07-16,21.730,0.874,-1.137,-0.321,0.462,2.355,-0.230
1951-07-17,21.920,-0.182,0.874,-0.273,1.107,1.294,1.717
1951-07-18,21.880,-0.183,-0.182,0.690,0.367,1.109,2.771
1951-07-19,21.840,0.183,-0.183,-0.365,-0.637,0.506,2.535
1951-07-20,21.880,1.005,0.183,0.000,0.690,1.156,2.387
1951-07-23,22.100,1.538,1.005,1.190,0.821,1.937,4.739
1951-07-24,22.440,-0.535,1.538,2.559,2.559,2.936,7.061
1951-07-25,22.320,0.672,-0.535,0.995,2.198,1.547,5.782
1951-07-26,22.470,0.267,0.672,0.134,2.697,3.405,5.841
1951-07-27,22.530,0.444,0.267,0.941,1.946,2.783,4.113
1951-07-30,22.630,-1.016,0.444,0.712,0.847,3.428,4.575
1951-07-31,22.400,0.491,-1.016,-0.577,0.358,2.564,3.083
1951-08-01,22.510,1.377,0.491,-0.530,0.178,2.879,4.068
1951-08-02,22.820,0.131,1.377,1.875,1.287,3.258,5.258
1951-08-03,22.850,0.700,0.131,1.510,0.972,1.827,4.817
1951-08-06,23.010,0.087,0.700,0.833,2.723,3.091,4.686
1951-08-07,23.030,-0.434,0.087,0.788,2.310,2.492,5.983
1951-08-08,22.930,-0.392,-0.434,-0.348,0.482,1.775,4.608
1951-08-09,22.840,-0.219,-0.392,-0.825,-0.044,0.928,4.388
1951-08-10,22.790,0.044,-0.219,-0.611,-0.956,1.741,4.350
1951-08-13,22.800,-0.439,0.044,-0.175,-0.999,1.288,4.205
1951-08-14,22.700,0.396,-0.439,-0.395,-1.003,-0.526,2.715
1951-08-15,22.790,0.351,0.396,-0.044,-0.219,-0.263,1.560
1951-08-16,22.870,0.306,0.351,0.749,0.351,-0.608,2.464
1951-08-17,22.940,-0.044,0.306,0.658,0.614,-0.391,2.092
1951-08-20,22.930,-0.436,-0.044,0.262,1.013,0.000,1.775
1951-08-21,22.830,-0.350,-0.436,-0.480,0.176,-0.044,0.884
1951-08-22,22.750,0.659,-0.350,-0.785,-0.525,-0.176,1.563
1951-08-23,22.900,-0.087,0.659,0.307,-0.174,0.439,1.733
1951-08-24,22.880,-0.131,-0.087,0.571,-0.218,0.793,0.263
1951-08-27,22.850,0.219,-0.131,-0.218,0.088,0.263,0.000
1951-08-28,22.900,0.786,0.219,0.087,0.659,0.131,-0.478
1951-08-29,23.080,0.693,0.786,1.007,0.786,0.610,0.217
1951-08-30,23.240,0.172,0.693,1.485,1.573,1.352,1.352
1951-08-31,23.280,0.000,0.172,0.867,1.882,1.971,1.926
1951-09-04,23.280,0.601,0.000,0.172,1.659,2.330,2.150
1951-09-05,23.420,0.213,0.601,0.601,1.473,2.271,2.719
1951-09-06,23.470,0.256,0.213,0.816,0.990,2.579,3.392
1951-09-07,23.530,0.382,0.256,0.470,1.074,2.976,3.247
1951-09-10,23.620,-0.508,0.382,0.639,1.460,3.144,3.279
1951-09-11,23.500,0.426,-0.508,-0.128,0.342,1.820,2.441
1951-09-12,23.600,0.466,0.426,-0.085,0.554,1.549,2.922
1951-09-13,23.710,-0.084,0.466,0.894,0.765,1.847,3.855
1951-09-14,23.690,-0.295,-0.084,0.381,0.296,1.761,4.132
1951-09-17,23.620,-0.127,-0.295,-0.380,0.511,0.854,3.144
1951-09-18,23.590,0.000,-0.127,-0.422,-0.042,0.511,3.103
1951-09-19,23.590,-0.085,0.000,-0.127,-0.506,0.255,3.239
1951-09-20,23.570,-0.721,-0.085,-0.085,-0.507,-0.212,2.926
1951-09-21,23.400,-0.427,-0.721,-0.805,-0.931,-0.426,1.386
1951-09-24,23.300,0.343,-0.427,-1.146,-1.229,-1.271,0.258
1951-09-25,23.380,0.086,0.343,-0.085,-0.890,-1.392,0.430
1951-09-26,23.400,-0.556,0.086,0.429,-0.721,-1.224,0.515
1951-09-27,23.270,-0.043,-0.556,-0.470,-0.556,-1.482,-0.640
1951-09-28,23.260,0.903,-0.043,-0.598,-0.172,-1.399,-0.895
1951-10-01,23.470,0.724,0.903,0.859,0.385,-0.509,-0.255
1951-10-02,23.640,0.635,0.724,1.634,1.026,0.297,0.085
1951-10-03,23.790,-0.294,0.635,1.363,2.235,1.667,1.234
1951-10-04,23.720,0.253,-0.294,0.338,1.978,1.803,0.508
1951-10-05,23.780,-0.126,0.253,-0.042,1.321,1.711,0.295
1951-10-08,23.750,-0.421,-0.126,0.126,0.465,1.496,0.253
1951-10-09,23.650,-0.169,-0.421,-0.547,-0.588,1.633,0.127
1951-10-10,23.610,0.381,-0.169,-0.589,-0.464,1.505,0.085
1951-10-11,23.700,0.633,0.381,0.211,-0.336,0.980,0.466
1951-10-15,23.850,-0.335,0.633,1.017,0.421,0.888,1.188
1951-10-16,23.770,-0.337,-0.335,0.295,0.507,-0.084,1.581
1951-10-17,23.690,-0.084,-0.337,-0.671,0.339,-0.126,1.674
1951-10-18,23.670,-1.479,-0.084,-0.421,-0.127,-0.463,1.240
1951-10-19,23.320,-2.444,-1.479,-1.562,-2.222,-1.811,-0.342
1951-10-22,22.750,0.396,-2.444,-3.887,-4.291,-3.805,-2.235
1951-10-23,22.840,0.832,0.396,-2.058,-3.588,-3.261,-1.806
1951-10-24,23.030,-0.304,0.832,1.231,-2.704,-2.827,-1.875
1951-10-25,22.960,-0.653,-0.304,0.525,-1.544,-3.732,-2.876
1951-10-26,22.810,-0.526,-0.653,-0.955,0.264,-4.039,-4.119
1951-10-29,22.690,-0.132,-0.526,-1.176,-0.657,-4.221,-4.342
1951-10-30,22.660,1.236,-0.132,-0.658,-1.607,-4.267,-4.710
1951-10-31,22.940,0.697,1.236,1.102,-0.087,-1.629,-3.411
1951-11-01,23.100,-0.736,0.697,1.942,1.271,1.538,-2.326
1951-11-02,22.930,-0.480,-0.736,-0.044,1.058,0.394,-2.880
1951-11-05,22.820,-1.446,-0.480,-1.212,0.706,-0.912,-3.713
1951-11-07,22.490,-0.089,-1.446,-1.919,-1.962,-2.047,-5.702
1951-11-08,22.470,1.246,-0.089,-1.534,-2.727,-1.491,-5.469
1951-11-09,22.750,0.176,1.246,1.156,-0.785,0.264,-3.968
1951-11-13,22.790,0.263,0.176,1.424,-0.131,0.574,-3.718
1951-11-14,22.850,-0.044,0.263,0.440,1.601,-0.392,-2.015
1951-11-15,22.840,-0.088,-0.044,0.219,1.647,-1.126,0.396
1951-11-16,22.820,-0.394,-0.088,-0.131,0.308,-0.480,-0.088
1951-11-19,22.730,-0.220,-0.394,-0.482,-0.263,-0.394,-1.303
1951-11-20,22.680,-0.176,-0.220,-0.613,-0.744,0.845,-1.220
1951-11-21,22.640,-1.060,-0.176,-0.396,-0.876,0.757,-0.745
1951-11-23,22.400,0.134,-1.060,-1.235,-1.840,-1.538,-1.278
1951-11-26,22.430,1.025,0.134,-0.928,-1.320,-1.580,-1.015
1951-11-27,22.660,-0.221,1.025,1.161,-0.088,-0.832,-1.221
1951-11-28,22.610,0.265,-0.221,0.803,-0.133,-1.007,-2.121
1951-11-29,22.670,0.926,0.265,0.044,1.205,-0.657,-1.134
1951-11-30,22.880,0.568,0.926,1.194,2.006,0.660,0.263
1951-12-03,23.010,0.565,0.568,1.500,1.545,1.455,2.312
1951-12-04,23.140,-0.303,0.565,1.136,2.344,2.208,2.982
1951-12-05,23.070,1.170,-0.303,0.261,1.764,2.991,1.407
1951-12-06,23.340,0.171,1.170,0.864,2.010,4.057,2.413
1951-12-07,23.380,0.171,0.171,1.344,1.608,3.177,2.319
1951-12-10,23.420,-0.512,0.171,0.343,1.210,3.582,2.539
1951-12-11,23.300,0.300,-0.512,-0.342,0.997,2.779,2.103
1951-12-12,23.370,0.086,0.300,-0.213,0.129,2.142,2.816
1951-12-13,23.390,-0.085,0.086,0.386,0.043,1.651,3.131
1951-12-14,23.370,0.171,-0.085,0.000,-0.213,0.994,3.224
1951-12-17,23.410,0.342,0.171,0.086,0.472,1.474,4.509
1951-12-18,23.490,0.341,0.342,0.513,0.513,0.643,4.726
1951-12-19,23.570,0.000,0.341,0.683,0.770,0.813,4.016
1951-12-20,23.570,-0.255,0.000,0.341,0.856,0.640,4.246
1951-12-21,23.510,0.128,-0.255,-0.255,0.427,0.901,3.705
1951-12-24,23.540,-0.425,0.128,-0.127,0.213,0.727,2.885
1951-12-26,23.440,0.896,-0.425,-0.298,-0.552,0.214,1.869
1951-12-27,23.650,0.169,0.896,0.467,0.339,1.198,2.204
1951-12-28,23.690,0.338,0.169,1.067,0.766,1.196,2.687
1951-12-31,23.770,0.126,0.338,0.507,0.977,1.192,1.842
1952-01-02,23.800,0.336,0.126,0.464,1.536,0.976,1.796
1952-01-03,23.880,0.168,0.336,0.463,0.973,1.315,1.964
1952-01-04,23.920,-0.042,0.168,0.504,0.971,1.744,2.661
1952-01-07,23.910,-0.376,-0.042,0.126,0.589,1.572,2.311
1952-01-08,23.820,-0.336,-0.376,-0.418,0.084,1.621,1.838
1952-01-09,23.740,0.505,-0.336,-0.711,-0.586,0.381,1.583
1952-01-10,23.860,0.503,0.505,0.168,-0.251,0.718,1.922
1952-01-11,23.980,0.751,0.503,1.011,0.293,0.883,2.086
1952-01-14,24.160,-0.414,0.751,1.257,1.427,1.513,2.503
1952-01-15,24.060,0.125,-0.414,0.334,1.348,0.754,2.079
1952-01-16,24.090,0.457,0.125,-0.290,0.964,0.711,2.467
1952-01-17,24.200,0.207,0.457,0.582,0.917,1.213,2.804
1952-01-18,24.250,0.866,0.207,0.664,0.373,1.805,3.456
1952-01-21,24.460,0.818,0.866,1.074,1.663,3.033,3.425
1952-01-22,24.660,-0.487,0.818,1.691,2.366,3.353,4.095
1952-01-23,24.540,0.081,-0.487,0.327,1.405,2.335,3.239
1952-01-24,24.560,-0.041,0.081,-0.406,1.278,1.656,3.193
1952-01-25,24.550,0.244,-0.041,0.041,0.368,2.037,2.806
1952-01-28,24.610,-0.163,0.244,0.204,-0.203,2.159,2.885
1952-01-29,24.570,-1.384,-0.163,0.081,0.122,1.529,2.760
1952-01-30,24.230,-0.371,-1.384,-1.544,-1.344,-0.082,1.721
1952-01-31,24.140,0.663,-0.371,-1.750,-1.670,-1.308,1.685
1952-02-01,24.300,-0.741,0.663,0.289,-1.260,-1.460,1.844
1952-02-04,24.120,-0.041,-0.741,-0.083,-1.831,-1.711,0.584
1952-02-05,24.110,0.290,-0.041,-0.782,-0.495,-1.832,-0.207
1952-02-06,24.180,-0.289,0.290,0.249,0.166,-1.507,0.499
1952-02-07,24.110,0.539,-0.289,0.000,-0.782,-2.032,0.083
1952-02-08,24.240,-0.536,0.539,0.248,0.498,-1.343,0.165
1952-02-11,24.110,-0.788,-0.536,0.000,0.000,-0.495,-0.577
1952-02-13,23.920,-0.209,-0.788,-1.320,-1.075,-0.911,-2.208
1952-02-14,23.870,-0.042,-0.209,-0.995,-0.995,-1.770,-3.204
1952-02-15,23.860,-0.503,-0.042,-0.251,-1.568,-1.078,-2.771
1952-02-18,23.740,-1.601,-0.503,-0.545,-1.535,-1.535,-3.339
1952-02-19,23.360,-1.156,-1.601,-2.096,-2.341,-3.391,-4.847
1952-02-20,23.090,0.303,-1.156,-2.738,-3.268,-4.231,-6.176
1952-02-21,23.160,0.302,0.303,-0.856,-2.934,-4.455,-5.739
1952-02-25,23.230,-0.344,0.302,0.606,-2.148,-3.650,-4.127
1952-02-26,23.150,0.130,-0.344,-0.043,-0.899,-3.219,-4.101
1952-02-27,23.180,0.475,0.130,-0.215,0.390,-2.891,-4.609
1952-02-28,23.290,-0.129,0.475,0.605,0.561,-2.389,-3.441
1952-02-29,23.260,0.129,-0.129,0.345,0.129,-2.022,-3.526
1952-03-03,23.290,1.675,0.129,0.000,0.605,-0.300,-3.681
1952-03-04,23.680,0.127,1.675,1.806,2.157,2.555,-1.783
1952-03-05,23.710,-0.084,0.127,1.803,1.803,2.375,-2.186
1952-03-06,23.690,0.127,-0.084,0.042,1.849,1.980,-1.742
1952-03-07,23.720,-0.506,0.127,0.042,1.846,2.462,-0.836
1952-03-10,23.600,0.085,-0.506,-0.380,-0.338,1.812,-1.131
1952-03-11,23.620,0.466,0.085,-0.422,-0.380,1.417,-1.006
1952-03-12,23.730,0.084,0.466,0.551,0.169,2.021,-0.042
1952-03-13,23.750,0.000,0.084,0.550,0.126,1.975,1.670
1952-03-14,23.750,0.716,0.000,0.084,0.636,0.296,2.858
1952-03-17,23.920,-0.209,0.716,0.716,1.270,0.886,3.282
1952-03-18,23.870,-0.209,-0.209,0.505,0.590,0.760,2.755
1952-03-19,23.820,0.294,-0.209,-0.418,0.295,0.422,2.894
1952-03-20,23.890,0.167,0.294,0.084,0.589,1.229,3.063
1952-03-21,23.930,0.000,0.167,0.462,0.042,1.312,2.748
1952-03-24,23.930,-0.585,0.000,0.167,0.251,0.843,2.880
1952-03-25,23.790,-0.042,-0.585,-0.585,-0.126,0.168,2.147
1952-03-26,23.780,0.883,-0.042,-0.627,-0.460,0.126,0.422
1952-03-27,23.990,0.792,0.883,0.841,0.251,0.293,1.181
1952-03-28,24.180,0.786,0.792,1.682,1.045,1.299,2.068
1952-03-31,24.370,-0.780,0.786,1.584,2.438,2.309,2.740
1952-04-01,24.180,-0.248,-0.780,0.000,1.682,1.214,2.458
1952-04-02,24.120,0.000,-0.248,-1.026,0.542,0.794,2.117
1952-04-03,24.120,-0.415,0.000,-0.248,-0.248,0.794,1.643
1952-04-04,24.020,-0.916,-0.415,-0.415,-1.436,0.967,1.137
1952-04-07,23.800,0.462,-0.916,-1.327,-1.572,0.084,0.211
1952-04-08,23.910,0.125,0.462,-0.458,-0.871,-0.333,-0.042
1952-04-09,23.940,0.710,0.125,0.588,-0.746,-0.993,0.293
1952-04-10,24.110,-0.664,0.710,0.836,0.375,-1.067,1.217
1952-04-14,23.950,-1.253,-0.664,0.042,0.630,-0.951,0.251
1952-04-15,23.650,-0.296,-1.253,-1.908,-1.087,-1.949,-1.170
1952-04-16,23.580,-0.721,-0.296,-1.545,-1.504,-2.239,-1.463
1952-04-17,23.410,0.384,-0.721,-1.015,-2.903,-2.540,-1.597
1952-04-18,23.500,0.809,0.384,-0.339,-1.879,-1.261,-1.177
1952-04-21,23.690,-0.464,0.809,1.196,0.169,-0.920,-1.251
1952-04-22,23.580,-0.424,-0.464,0.340,0.000,-1.504,-2.481
1952-04-23,23.480,-0.213,-0.424,-0.886,0.299,-2.613,-3.652
1952-04-24,23.430,0.469,-0.213,-0.636,-0.298,-2.171,-3.102
1952-04-25,23.540,0.042,0.469,0.256,-0.633,-0.465,-2.405
1952-04-28,23.550,-0.255,0.042,0.512,-0.127,-0.127,-2.363
1952-04-29,23.490,-0.724,-0.255,-0.212,0.043,0.342,-2.206
1952-04-30,23.320,-0.643,-0.724,-0.977,-0.469,-0.766,-2.017
1952-05-01,23.170,1.683,-0.643,-1.362,-1.572,-2.195,-3.095
1952-05-02,23.560,0.424,1.683,1.029,0.042,-0.085,-1.587
1952-05-05,23.660,0.042,0.424,2.115,0.724,0.767,-1.866
1952-05-06,23.670,0.591,0.042,0.467,1.501,1.024,-1.169
1952-05-07,23.810,0.210,0.591,0.634,2.762,1.147,0.677
1952-05-08,23.860,-0.084,0.210,0.803,1.273,1.316,1.187
1952-05-09,23.840,-0.378,-0.084,0.126,0.761,1.490,1.837
1952-05-12,23.750,0.126,-0.378,-0.461,0.338,1.844,1.064
1952-05-13,23.780,-0.421,0.126,-0.252,-0.126,2.633,0.380
1952-05-14,23.680,-0.338,-0.421,-0.295,-0.754,0.509,0.424
1952-05-15,23.600,-0.169,-0.338,-0.757,-1.007,-0.254,0.511
1952-05-16,23.560,0.212,-0.169,-0.507,-0.800,-0.465,0.555
1952-05-19,23.610,0.551,0.212,0.042,-0.715,-0.840,0.297
1952-05-20,23.740,0.168,0.551,0.764,0.253,-0.503,0.807
1952-05-21,23.780,0.547,0.168,0.720,0.763,-0.252,1.235
1952-05-22,23.910,-0.084,0.547,0.716,1.486,0.674,2.530
1952-05-23,23.890,0.209,-0.084,0.463,1.186,0.463,3.107
1952-05-26,23.940,-0.251,0.209,0.125,0.842,1.098,1.613
1952-05-27,23.880,-0.168,-0.251,-0.042,0.421,1.186,0.930
1952-05-28,23.840,0.084,-0.168,-0.418,-0.293,1.188,0.718
1952-05-29,23.860,-0.251,0.084,-0.084,-0.126,1.059,0.210
1952-06-02,23.800,-0.084,-0.251,-0.168,-0.585,0.253,-0.251
1952-06-03,23.780,0.715,-0.084,-0.335,-0.419,0.000,-0.252
1952-06-04,23.950,0.626,0.715,0.630,0.461,0.167,0.842
1952-06-05,24.100,0.664,0.626,1.346,1.006,0.879,1.346
1952-06-06,24.260,0.453,0.664,1.294,1.933,1.337,2.449
1952-06-09,24.370,-0.574,0.453,1.120,2.481,2.052,3.263
1952-06-10,24.230,0.330,-0.574,-0.124,1.169,1.636,2.844
1952-06-11,24.310,0.000,0.330,-0.246,0.871,1.886,2.965
1952-06-12,24.310,0.247,0.000,0.330,0.206,2.143,2.401
1952-06-13,24.370,-0.287,0.247,0.247,0.000,2.481,2.481
1952-06-16,24.300,0.123,-0.287,-0.041,0.289,1.461,1.631
1952-06-17,24.330,0.411,0.123,-0.164,0.082,0.954,1.842
1952-06-18,24.430,0.327,0.411,0.535,0.494,0.701,2.047
1952-06-19,24.510,0.326,0.327,0.740,0.574,0.574,2.638
1952-06-20,24.590,-0.122,0.326,0.655,1.193,1.486,3.146
1952-06-23,24.560,0.163,-0.122,0.204,0.945,1.028,2.934
1952-06-24,24.600,0.244,0.163,0.041,0.696,1.193,3.361
1952-06-25,24.660,0.365,0.244,0.407,0.612,1.190,3.701
1952-06-26,24.750,0.323,0.365,0.610,0.651,1.852,3.340
1952-06-27,24.830,0.524,0.323,0.689,1.099,2.055,3.029
1952-06-30,24.960,0.641,0.524,0.848,1.463,2.169,2.885
1952-07-01,25.120,-0.239,0.641,1.168,1.865,2.489,3.078
1952-07-02,25.060,-0.040,-0.239,0.401,1.253,1.911,3.426
1952-07-03,25.050,-0.319,-0.040,-0.279,0.886,1.995,3.044
1952-07-07,24.970,-0.040,-0.319,-0.359,0.040,1.504,2.715
1952-07-08,24.960,-0.401,-0.040,-0.359,-0.637,1.217,2.421
1952-07-09,24.860,-0.201,-0.401,-0.441,-0.798,0.444,2.305
1952-07-10,24.810,0.685,-0.201,-0.601,-0.958,-0.081,1.973
1952-07-11,24.980,0.200,0.685,0.483,0.040,0.080,2.251
1952-07-14,25.030,0.519,0.200,0.887,0.280,-0.358,2.122
1952-07-15,25.160,0.000,0.519,0.721,1.207,0.399,2.318
1952-07-16,25.160,-0.437,0.000,0.519,1.411,0.439,2.443
1952-07-17,25.050,-0.798,-0.437,-0.437,0.280,0.320,1.829
1952-07-18,24.850,0.402,-0.798,-1.232,-0.719,-0.441,0.770
1952-07-21,24.950,0.200,0.402,-0.399,-0.835,0.362,0.808
1952-07-22,25.000,0.440,0.200,0.604,-0.636,0.766,0.685
1952-07-23,25.110,0.518,0.440,0.641,0.240,0.520,0.601
1952-07-24,25.240,-0.317,0.518,0.960,1.569,0.839,0.478
1952-07-25,25.160,0.159,-0.317,0.199,0.842,0.000,0.399
1952-07-28,25.200,0.238,0.159,-0.158,0.800,0.159,0.599
1952-07-29,25.260,0.435,0.238,0.397,0.597,0.838,1.161
1952-07-30,25.370,0.118,0.435,0.675,0.515,2.093,1.643
1952-07-31,25.400,0.197,0.118,0.554,0.954,1.804,2.172
1952-08-01,25.450,-0.079,0.197,0.315,0.992,1.800,2.580
1952-08-04,25.430,0.118,-0.079,0.118,0.673,1.274,1.801
1952-08-05,25.460,-0.079,0.118,0.039,0.355,0.872,1.718
1952-08-06,25.440,0.314,-0.079,0.039,0.157,1.113,1.113
1952-08-07,25.520,0.118,0.314,0.236,0.275,1.270,1.431
1952-08-08,25.550,-0.117,0.118,0.432,0.472,1.148,1.996
1952-08-11,25.520,-0.823,-0.117,0.000,0.236,0.591,2.696
1952-08-12,25.310,-0.119,-0.823,-0.939,-0.511,-0.354,1.443
1952-08-13,25.280,0.000,-0.119,-0.940,-0.940,-0.668,1.120
1952-08-14,25.280,-0.316,0.000,-0.119,-1.057,-0.590,0.677
1952-08-15,25.200,-1.032,-0.316,-0.316,-1.254,-1.021,-0.158
1952-08-18,24.940,-0.200,-1.032,-1.345,-1.462,-1.965,-0.874
1952-08-19,24.890,0.241,-0.200,-1.230,-1.543,-2.469,-1.230
1952-08-20,24.950,0.120,0.241,0.040,-1.305,-2.348,-1.227
1952-08-21,24.980,0.040,0.120,0.362,-0.873,-2.116,-1.537
1952-08-22,24.990,-0.480,0.040,0.160,0.200,-1.264,-1.614
1952-08-25,24.870,-0.161,-0.480,-0.440,-0.080,-1.622,-2.279
1952-08-26,24.830,0.443,-0.161,-0.640,-0.481,-1.780,-2.359
1952-08-27,24.940,0.120,0.443,0.281,-0.160,-1.032,-2.042
1952-08-28,24.970,0.240,0.120,0.564,-0.080,0.120,-1.847
1952-08-29,25.030,0.479,0.240,0.361,0.643,0.562,-1.920
1952-09-02,25.150,0.398,0.479,0.721,1.289,0.802,-1.566
1952-09-03,25.250,-0.040,0.398,0.879,1.243,1.081,-1.058
1952-09-04,25.240,-0.119,-0.040,0.358,1.081,1.000,-0.277
1952-09-05,25.210,-0.397,-0.119,-0.158,0.719,1.367,-0.277
1952-09-08,25.110,-0.996,-0.397,-0.515,-0.159,1.128,-0.672
1952-09-09,24.860,-0.684,-0.996,-1.388,-1.545,-0.321,-1.349
1952-09-10,24.690,0.121,-0.684,-1.673,-2.179,-1.121,-1.002
1952-09-11,24.720,-0.040,0.121,-0.563,-1.944,-1.239,-0.683
1952-09-12,24.710,-1.052,-0.040,0.081,-1.593,-1.750,-0.962
1952-09-15,24.450,0.327,-1.052,-1.092,-1.649,-3.168,-2.122
1952-09-16,24.530,0.204,0.327,-0.728,-0.648,-2.813,-1.841
1952-09-17,24.580,-0.285,0.204,0.532,-0.566,-2.499,-1.166
1952-09-18,24.510,0.245,-0.285,-0.082,-0.809,-2.389,-1.289
1952-09-19,24.570,0.081,0.245,-0.041,0.491,-1.167,-1.484
1952-09-22,24.590,0.447,0.081,0.326,0.245,-0.405,-1.522
1952-09-23,24.700,0.364,0.447,0.529,0.488,-0.081,-1.318
1952-09-24,24.790,0.081,0.364,0.813,1.142,0.324,-1.431
1952-09-25,24.810,-0.322,0.081,0.445,0.977,1.472,-1.743
1952-09-26,24.730,-0.202,-0.322,-0.242,0.569,0.815,-2.021
1952-09-29,24.680,-0.567,-0.202,-0.524,-0.081,0.407,-2.102
1952-09-30,24.540,-0.245,-0.567,-0.768,-1.008,0.122,-2.270
1952-10-01,24.480,0.163,-0.245,-0.810,-1.330,-0.366,-1.529
1952-10-02,24.520,-0.082,0.163,-0.082,-0.849,-0.285,-0.689
1952-10-03,24.500,-0.245,-0.082,0.082,-0.729,-0.810,-0.890
1952-10-06,24.440,-0.164,-0.245,-0.326,-0.407,-1.412,-1.093
1952-10-07,24.400,0.738,-0.164,-0.408,-0.327,-1.653,-0.205
1952-10-08,24.580,-0.041,0.738,0.573,0.245,-0.607,0.204
1952-10-09,24.570,-0.081,-0.041,0.697,0.286,-0.446,-0.041
1952-10-10,24.550,-0.285,-0.081,-0.122,0.450,0.041,0.163
1952-10-14,24.480,-1.716,-0.285,-0.366,0.328,0.000,-0.366
1952-10-15,24.060,-0.623,-1.716,-1.996,-2.116,-1.876,-2.155
1952-10-16,23.910,1.213,-0.623,-2.328,-2.686,-2.408,-3.198
1952-10-17,24.200,-0.289,1.213,0.582,-1.426,-0.982,-2.380
1952-10-20,24.130,-0.249,-0.289,0.920,-1.430,-1.107,-2.741
1952-10-21,24.070,-1.122,-0.249,-0.537,0.042,-2.075,-2.669
1952-10-22,23.800,0.294,-1.122,-1.368,-0.460,-3.134,-3.566
1952-10-23,23.870,0.670,0.294,-0.831,-1.364,-2.770,-2.730
1952-10-24,24.030,0.250,0.670,0.966,-0.414,-1.838,-1.838
1952-10-27,24.090,0.166,0.250,0.922,0.083,0.125,-1.754
1952-10-28,24.130,0.083,0.166,0.416,1.387,0.920,-1.510
1952-10-29,24.150,0.000,0.083,0.249,1.173,-0.207,-1.187
1952-10-30,24.150,1.532,0.000,0.083,0.499,0.083,-1.025
1952-10-31,24.520,0.326,1.532,1.532,1.785,1.870,-0.244
1952-11-03,24.600,0.285,0.326,1.863,1.948,3.361,0.122
1952-11-05,24.670,0.405,0.285,0.612,2.153,3.351,0.489
1952-11-06,24.770,0.040,0.405,0.691,2.567,3.079,1.185
1952-11-07,24.780,-0.040,0.040,0.446,1.060,2.864,2.993
1952-11-10,24.770,-0.484,-0.040,0.000,0.691,2.652,3.597
1952-11-12,24.650,0.243,-0.484,-0.525,-0.081,2.070,1.859
1952-11-13,24.710,0.162,0.243,-0.242,-0.242,2.319,2.404
1952-11-14,24.750,0.202,0.162,0.406,-0.121,0.938,2.825
1952-11-17,24.800,1.452,0.202,0.364,0.121,0.813,4.202
1952-11-18,25.160,0.676,1.452,1.657,2.069,1.986,5.404
1952-11-19,25.330,-0.197,0.676,2.137,2.509,2.261,5.410
1952-11-20,25.280,-0.040,-0.197,0.477,2.141,2.018,4.940
1952-11-21,25.270,0.594,-0.040,-0.237,1.895,2.019,4.724
1952-11-24,25.420,-0.236,0.594,0.554,1.033,3.124,5.259
1952-11-25,25.360,0.631,-0.236,0.356,0.118,2.631,5.010
1952-11-26,25.520,0.549,0.631,0.393,0.949,3.111,4.078
1952-11-28,25.660,0.078,0.549,1.183,1.543,3.468,4.309
1952-12-01,25.680,0.234,0.078,0.627,1.023,2.067,4.094
1952-12-02,25.740,-0.117,0.234,0.312,1.498,1.619,3.916
1952-12-03,25.710,-0.389,-0.117,0.117,0.745,1.701,3.753
1952-12-04,25.610,0.039,-0.389,-0.505,-0.195,1.345,3.391
1952-12-05,25.620,0.546,0.039,-0.350,-0.234,0.787,3.935
1952-12-08,25.760,0.660,0.546,0.586,0.078,1.577,4.249
1952-12-09,25.930,0.193,0.660,1.210,0.856,1.607,4.768
1952-12-10,25.980,-0.077,0.193,0.854,1.445,1.247,4.758
1952-12-11,25.960,0.308,-0.077,0.116,1.327,1.090,3.180
1952-12-12,26.040,0.000,0.308,0.231,1.087,1.166,2.803
1952-12-15,26.040,0.115,0.000,0.308,0.424,1.284,3.006
1952-12-16,26.070,-0.115,0.115,0.115,0.346,1.796,3.166
1952-12-17,26.040,-0.038,-0.115,0.000,0.308,1.639,2.439
1952-12-18,26.030,0.461,-0.038,-0.153,-0.038,1.048,2.642
1952-12-19,26.150,0.574,0.461,0.422,0.422,0.848,2.469
1952-12-22,26.300,-0.418,0.574,1.037,0.882,1.232,2.494
1952-12-23,26.190,0.076,-0.418,0.153,0.576,0.886,1.986
1952-12-24,26.210,0.153,0.076,-0.342,0.692,0.653,1.826
1952-12-26,26.250,0.571,0.153,0.229,0.382,0.806,2.100
1952-12-29,26.400,0.720,0.571,0.725,0.380,1.266,3.085
1952-12-30,26.590,-0.075,0.720,1.295,1.527,2.112,3.786
1952-12-31,26.570,-0.113,-0.075,0.644,1.374,2.075,3.144
