cdate,cp,pctlead,pctlag1,pctlag2,pctlag4,pctlag8,pctlag16,actual_dir,prob_lr,pdir_lr,eff1d_lr,recent_eff_lr,accuracy_lr,pdir_nb,eff1d_nb,recent_eff_nb,accuracy_nb
1981-09-10,120.140,1.224,1.470,1.831,-0.907,-3.175,-7.663,1.000,0.574,1,1.224,1.009,True Positive,1,1.224,0.421,True Positive
1981-09-11,121.610,-0.781,1.224,2.711,1.283,-0.961,-6.805,-1.000,0.508,1,-0.781,0.660,False Positive,1,-0.781,0.072,False Positive
1981-09-14,120.660,-0.738,-0.781,0.433,2.272,-1.918,-7.675,-1.000,0.361,-1,0.738,0.459,True Negative,-1,0.738,-0.129,True Negative
1981-09-15,119.770,-0.751,-0.738,-1.513,1.157,-3.012,-7.320,-1.000,0.492,-1,0.751,0.680,True Negative,-1,0.751,0.092,True Negative
1981-09-16,118.870,-1.447,-0.751,-1.484,-1.057,-1.955,-5.283,-1.000,0.449,-1,1.447,0.676,True Negative,-1,1.447,0.676,True Negative
1981-09-17,117.150,-0.760,-1.447,-2.188,-3.667,-2.432,-6.377,-1.000,0.338,-1,0.760,0.583,True Negative,-1,0.760,0.583,True Negative
1981-09-18,116.260,0.843,-0.760,-2.196,-3.647,-1.458,-6.962,1.000,0.447,-1,-0.843,0.571,False Negative,-1,-0.843,0.571,False Negative
1981-09-21,117.240,-0.478,0.843,0.077,-2.112,-0.980,-5.077,-1.000,0.580,1,-0.478,0.327,False Positive,-1,0.478,0.519,True Negative
1981-09-22,116.680,-0.883,-0.478,0.361,-1.842,-2.880,-5.964,-1.000,0.346,-1,0.883,0.354,True Negative,-1,0.883,0.545,True Negative
1981-09-23,115.650,-0.553,-0.883,-1.356,-1.280,-4.901,-5.815,-1.000,0.416,-1,0.553,0.175,True Negative,-1,0.553,0.366,True Negative
1981-09-24,115.010,-1.948,-0.553,-1.431,-1.075,-4.683,-6.511,-1.000,0.479,-1,1.948,0.413,True Negative,-1,1.948,0.604,True Negative
1981-09-25,112.770,2.447,-1.948,-2.490,-3.813,-5.845,-8.681,1.000,0.281,-1,-2.447,0.092,False Negative,-1,-2.447,0.283,False Negative
1981-09-28,115.530,0.355,2.447,0.452,-0.986,-2.810,-4.710,1.000,0.802,1,0.355,0.258,True Positive,1,0.355,0.258,True Positive
1981-09-29,115.940,0.207,0.355,2.811,0.251,-1.033,-3.440,1.000,0.347,-1,-0.207,0.040,False Negative,1,0.207,0.123,True Positive
1981-09-30,116.180,0.775,0.207,0.563,1.017,-0.069,-1.526,1.000,0.504,1,0.775,0.085,True Positive,1,0.775,0.168,True Positive
1981-10-01,117.080,1.947,0.775,0.983,3.822,-0.136,-1.115,1.000,0.622,1,1.947,0.085,True Positive,1,1.947,0.167,True Positive
1981-10-02,119.360,0.126,1.947,2.737,3.315,2.297,-0.649,1.000,0.672,1,0.126,0.599,True Positive,1,0.126,0.682,True Positive
1981-10-05,119.510,-0.100,0.126,2.076,3.079,3.338,-1.727,-1.000,0.412,-1,0.100,0.548,True Negative,1,-0.100,0.591,False Positive
1981-10-06,119.390,1.608,-0.100,0.025,2.763,3.808,-1.053,1.000,0.523,1,1.608,0.911,True Positive,1,1.608,0.871,True Positive
1981-10-07,121.310,0.824,1.608,1.506,3.613,7.573,1.286,1.000,0.705,1,0.824,0.921,True Positive,1,0.824,0.881,True Positive
1981-10-08,122.310,-0.703,0.824,2.446,2.472,5.869,2.894,-1.000,0.499,-1,0.703,0.672,True Negative,1,-0.703,0.351,False Positive
1981-10-09,121.450,-0.198,-0.703,0.115,1.623,4.752,3.671,-1.000,0.404,-1,0.198,0.687,True Negative,1,-0.198,0.286,False Positive
1981-10-12,121.210,-0.355,-0.198,-0.899,1.524,4.329,4.258,-1.000,0.565,1,-0.355,0.596,False Positive,1,-0.355,0.235,False Positive
1981-10-13,120.780,-1.639,-0.355,-0.552,-0.437,3.160,3.019,-1.000,0.473,-1,1.639,0.602,True Negative,-1,1.639,0.241,True Negative
1981-10-14,118.800,0.766,-1.639,-1.988,-2.870,-0.469,1.817,1.000,0.326,-1,-0.766,0.284,False Negative,-1,-0.766,-0.077,False Negative
1981-10-15,119.710,-0.434,0.766,-0.886,-1.433,0.167,3.511,-1.000,0.668,1,-0.434,0.056,False Positive,1,-0.434,-0.023,False Positive
1981-10-16,119.190,-0.176,-0.434,0.328,-1.667,-0.168,3.634,-1.000,0.378,-1,0.176,0.052,True Negative,-1,0.176,0.052,True Negative
1981-10-19,118.980,1.093,-0.176,-0.610,-1.490,-1.921,5.507,1.000,0.500,1,1.093,0.342,True Positive,-1,-1.093,-0.096,False Negative
1981-10-20,120.280,-0.150,1.093,0.915,1.246,-1.660,4.111,-1.000,0.645,1,-0.150,-0.016,False Positive,1,-0.150,-0.453,False Positive
1981-10-21,120.100,-0.383,-0.150,0.941,0.326,-1.112,3.588,-1.000,0.417,-1,0.383,0.214,True Negative,1,-0.383,-0.377,False Positive
1981-10-22,119.640,-0.869,-0.383,-0.532,0.378,-1.295,2.978,-1.000,0.488,-1,0.869,0.474,True Negative,-1,0.869,-0.116,True Negative
1981-10-23,118.600,-0.371,-0.869,-1.249,-0.319,-1.805,1.298,-1.000,0.443,-1,0.371,0.513,True Negative,-1,0.371,-0.077,True Negative
1981-10-26,118.160,0.956,-0.371,-1.237,-1.763,-0.539,-1.005,1.000,0.491,-1,-0.956,0.103,False Negative,-1,-0.956,-0.050,False Negative
1981-10-27,119.290,0.134,0.956,0.582,-0.674,-0.351,-0.184,1.000,0.600,1,0.134,0.160,True Positive,1,0.134,0.007,True Positive
1981-10-28,119.450,-0.326,0.134,1.092,-0.159,0.218,0.050,-1.000,0.434,-1,0.326,0.149,True Negative,1,-0.326,0.018,False Positive
1981-10-29,119.060,2.377,-0.326,-0.193,0.388,0.067,-1.855,1.000,0.458,-1,-2.377,-0.500,False Negative,-1,-2.377,-0.631,False Negative
1981-10-30,121.890,1.895,2.377,2.043,3.157,1.339,-0.343,1.000,0.771,1,1.895,-0.196,True Positive,1,1.895,-0.326,True Positive
1981-11-02,124.200,0.483,1.895,4.317,4.116,3.414,2.264,1.000,0.572,1,0.483,0.092,True Positive,1,0.483,-0.038,True Positive
1981-11-03,124.800,-0.048,0.483,2.387,4.479,4.313,2.962,-1.000,0.486,-1,0.048,0.075,True Negative,1,-0.048,-0.075,False Positive
1981-11-04,124.740,-0.962,-0.048,0.435,4.771,5.177,3.279,-1.000,0.548,1,-0.962,-0.183,False Positive,1,-0.962,-0.202,False Positive
1981-11-05,123.540,-0.704,-0.962,-1.010,1.354,4.553,3.990,-1.000,0.440,-1,0.704,0.434,True Negative,-1,0.704,0.414,True Negative
1981-11-06,122.670,0.505,-0.704,-1.659,-1.232,2.833,2.473,1.000,0.481,-1,-0.505,-0.046,False Negative,-1,-0.505,-0.066,False Negative
1981-11-09,123.290,-0.479,0.505,-0.202,-1.210,3.215,3.440,-1.000,0.578,1,-0.479,-0.239,False Positive,1,-0.479,-0.258,False Positive
1981-11-10,122.700,0.179,-0.479,0.024,-1.635,3.057,3.127,1.000,0.388,-1,-0.179,-0.284,False Negative,-1,-0.179,-0.284,False Negative
1981-11-11,122.920,0.220,0.179,-0.300,-0.502,0.845,2.195,1.000,0.544,1,0.220,-0.048,True Positive,1,0.220,-0.048,True Positive
1981-11-12,123.190,-1.234,0.220,0.399,0.424,-0.813,2.573,-1.000,0.519,1,-1.234,-0.435,False Positive,1,-1.234,-0.435,False Positive
1981-11-13,121.670,-1.175,-1.234,-1.017,-1.314,-2.508,1.697,-1.000,0.350,-1,1.175,-0.099,True Negative,-1,1.175,-0.099,True Negative
1981-11-16,120.240,0.757,-1.175,-2.395,-2.005,-3.608,1.383,1.000,0.447,-1,-0.757,-0.155,False Negative,-1,-0.757,-0.155,False Negative
1981-11-17,121.150,-0.735,0.757,-0.427,-1.440,-1.935,2.530,-1.000,0.635,1,-0.735,-0.266,False Positive,1,-0.735,-0.266,False Positive
1981-11-18,120.260,0.374,-0.735,0.017,-2.378,-1.965,0.813,1.000,0.335,-1,-0.374,-0.385,False Negative,-1,-0.374,-0.385,False Negative
1981-11-19,120.710,0.828,0.374,-0.363,-0.789,-2.093,1.055,1.000,0.577,1,0.828,0.027,True Positive,-1,-0.828,-0.304,False Negative
1981-11-20,121.710,-0.090,0.828,1.206,1.223,-0.807,2.226,-1.000,0.575,1,-0.090,-0.226,False Positive,1,-0.090,-0.557,False Positive
1981-11-23,121.600,1.571,-0.090,0.737,0.371,-1.074,-0.238,1.000,0.433,-1,-1.571,-0.388,False Negative,-1,-1.571,-0.720,False Negative
1981-11-24,123.510,0.437,1.571,1.479,2.702,0.260,-0.556,1.000,0.691,1,0.437,-0.154,True Positive,1,0.437,-0.485,True Positive
1981-11-25,124.050,0.838,0.437,2.015,2.767,1.956,-0.601,1.000,0.467,-1,-0.838,-0.247,False Negative,1,0.838,-0.243,True Positive
1981-11-27,125.090,1.007,0.838,1.279,2.777,4.034,0.281,1.000,0.590,1,1.007,-0.211,True Positive,1,1.007,0.124,True Positive
1981-11-30,126.350,-0.198,1.007,1.854,3.906,4.292,2.275,-1.000,0.601,1,-0.198,-0.233,False Positive,1,-0.198,0.103,False Positive
1981-12-01,126.100,-1.118,-0.198,0.807,2.097,4.856,2.796,-1.000,0.443,-1,1.118,0.305,True Negative,1,-1.118,0.193,False Positive
1981-12-02,124.690,0.345,-1.118,-1.314,0.516,3.297,1.136,1.000,0.415,-1,-0.345,0.149,False Negative,-1,-0.345,0.037,False Negative
1981-12-03,125.120,0.911,0.345,-0.777,0.024,2.802,1.972,1.000,0.613,1,0.911,0.499,True Positive,1,0.911,0.051,True Positive
1981-12-04,126.260,-0.847,0.911,1.259,-0.071,3.832,2.717,-1.000,0.556,1,-0.847,0.128,False Positive,1,-0.847,-0.319,False Positive
1981-12-07,125.190,-0.296,-0.847,0.056,-0.722,1.360,1.624,-1.000,0.342,-1,0.296,0.227,True Negative,-1,0.296,-0.221,True Negative
1981-12-08,124.820,0.529,-0.296,-1.141,0.104,0.621,2.589,1.000,0.540,1,0.529,0.109,True Positive,-1,-0.529,-0.103,False Negative
1981-12-09,125.480,0.183,0.529,0.232,0.288,0.312,4.358,1.000,0.584,1,0.183,0.214,True Positive,1,0.183,0.003,True Positive
1981-12-10,125.710,-0.620,0.183,0.713,-0.436,-0.507,3.764,-1.000,0.475,-1,0.620,0.156,True Negative,1,-0.620,-0.303,False Positive
1981-12-11,124.930,-1.721,-0.620,-0.438,-0.208,-0.928,3.883,-1.000,0.431,-1,1.721,0.670,True Negative,-1,1.721,0.210,True Negative
1981-12-14,122.780,0.171,-1.721,-2.331,-1.634,-1.532,1.715,1.000,0.359,-1,-0.171,0.576,False Negative,-1,-0.171,0.117,False Negative
1981-12-15,122.990,-0.463,0.171,-1.553,-1.984,-1.702,1.052,-1.000,0.608,1,-0.463,0.378,False Positive,-1,0.463,0.315,True Negative
1981-12-16,122.420,0.572,-0.463,-0.293,-2.617,-3.041,0.674,1.000,0.396,-1,-0.572,0.227,False Negative,-1,-0.572,0.164,False Negative
1981-12-17,123.120,0.715,0.572,0.106,-1.449,-1.653,-0.316,1.000,0.558,1,0.715,0.246,True Positive,-1,-0.715,0.145,False Negative
1981-12-18,124.000,-0.532,0.715,1.291,0.994,-0.657,-0.040,-1.000,0.540,1,-0.532,-0.205,False Positive,1,-0.532,-0.305,False Positive
1981-12-21,123.340,-0.373,-0.532,0.179,0.285,-1.705,-1.399,-1.000,0.398,-1,0.373,-0.096,True Negative,-1,0.373,-0.197,True Negative
1981-12-22,122.880,-0.464,-0.373,-0.903,0.376,-2.251,-2.746,-1.000,0.504,1,-0.464,-0.096,False Positive,-1,0.464,-0.196,True Negative
1981-12-23,122.310,0.188,-0.464,-0.835,-0.658,-2.097,-3.006,1.000,0.463,-1,-0.188,-0.019,False Negative,-1,-0.188,-0.120,False Negative
1981-12-24,122.540,-0.220,0.188,-0.277,-1.177,-0.195,-1.724,-1.000,0.522,1,-0.220,-0.206,False Positive,-1,0.220,0.067,True Negative
1981-12-28,122.270,-0.491,-0.220,-0.033,-0.868,-0.585,-2.278,-1.000,0.440,-1,0.491,-0.002,True Negative,-1,0.491,0.272,True Negative
1981-12-29,121.670,0.518,-0.491,-0.710,-0.985,-0.613,-3.635,1.000,0.439,-1,-0.518,-0.180,False Negative,-1,-0.518,0.094,False Negative
1981-12-30,122.300,0.204,0.518,0.025,-0.008,-0.666,-2.308,1.000,0.576,1,0.204,-0.046,True Positive,1,0.204,0.042,True Positive
1981-12-31,122.550,0.155,0.204,0.723,0.008,-1.169,-1.819,1.000,0.473,-1,-0.155,-0.040,False Negative,1,0.155,0.110,True Positive
1982-01-04,122.740,-2.192,0.155,0.360,0.384,-0.486,-2.184,-1.000,0.498,-1,2.192,0.000,True Negative,-1,2.192,0.000,True Negative
1982-01-05,120.050,-0.725,-2.192,-2.040,-1.331,-2.303,-4.502,-1.000,0.269,-1,0.725,0.000,True Negative,-1,0.725,0.000,True Negative
1982-01-06,119.180,-0.210,-0.725,-2.900,-2.551,-2.559,-4.603,-1.000,0.531,1,-0.210,0.000,False Positive,-1,0.210,0.000,True Negative
1982-01-07,118.930,0.521,-0.210,-0.933,-2.954,-2.946,-3.136,1.000,0.473,-1,-0.521,0.000,False Negative,-1,-0.521,0.000,False Negative
1982-01-08,119.550,-2.317,0.521,0.310,-2.599,-2.225,-2.797,-1.000,0.511,1,-2.317,0.000,False Positive,-1,2.317,0.000,True Negative
1982-01-11,116.780,-0.411,-2.317,-1.808,-2.724,-4.019,-4.607,-1.000,0.224,-1,0.411,-0.382,True Negative,-1,0.411,0.628,True Negative
1982-01-12,116.300,-1.221,-0.411,-2.719,-2.417,-4.906,-5.539,-1.000,0.570,1,-1.221,-0.772,False Positive,-1,1.221,0.728,True Negative
1982-01-13,114.880,0.575,-1.221,-1.627,-3.405,-6.259,-7.355,1.000,0.345,-1,-0.575,-0.845,False Negative,-1,-0.575,0.571,False Negative
1982-01-14,115.540,0.684,0.575,-0.653,-3.354,-5.866,-6.324,1.000,0.568,1,0.684,-0.604,True Positive,-1,-0.684,0.538,False Negative
1982-01-15,116.330,0.765,0.684,1.262,-0.385,-3.099,-5.330,1.000,0.502,1,0.765,0.013,True Positive,1,0.765,0.228,True Positive
1982-01-18,117.220,-1.066,0.765,1.454,0.791,-1.645,-4.162,-1.000,0.523,1,-1.066,-0.283,False Positive,1,-1.066,-0.068,False Positive
1982-01-19,115.970,-0.604,-1.066,-0.309,0.949,-2.489,-5.362,-1.000,0.353,-1,0.604,0.082,True Negative,-1,0.604,-0.191,True Negative
1982-01-20,115.270,0.416,-0.604,-1.664,-0.234,-3.580,-5.725,1.000,0.500,-1,-0.416,0.114,False Negative,-1,-0.416,-0.159,False Negative
1982-01-21,115.750,-0.320,0.416,-0.190,-0.499,-0.882,-4.866,-1.000,0.559,1,-0.320,-0.087,False Positive,-1,0.320,0.041,True Negative
1982-01-22,115.380,0.026,-0.320,0.095,-1.570,-0.791,-5.658,1.000,0.400,-1,-0.026,-0.245,False Negative,-1,-0.026,-0.117,False Negative
1982-01-25,115.410,-0.191,0.026,-0.294,-0.483,0.461,-5.826,-1.000,0.501,1,-0.191,-0.070,False Positive,-1,0.191,0.135,True Negative
1982-01-26,115.190,0.477,-0.191,-0.165,-0.069,-0.303,-6.151,1.000,0.462,-1,-0.477,-0.286,False Negative,-1,-0.477,-0.082,False Negative
1982-01-27,115.740,2.748,0.477,0.286,-0.009,-0.507,-3.590,1.000,0.546,1,2.748,0.347,True Positive,1,2.748,0.551,True Positive
1982-01-28,118.920,1.245,2.748,3.238,3.068,1.450,-0.218,1.000,0.745,1,1.245,0.660,True Positive,1,1.245,0.736,True Positive
1982-01-29,120.400,-2.176,1.245,4.026,4.324,3.820,1.236,-1.000,0.490,-1,2.176,1.100,True Negative,1,-2.176,0.306,False Positive
1982-02-01,117.780,0.195,-2.176,-0.959,2.248,2.177,-1.481,1.000,0.262,-1,-0.195,1.099,False Negative,-1,-0.195,0.229,False Negative
1982-02-02,118.010,-1.296,0.195,-1.985,1.961,1.952,1.053,-1.000,0.693,1,-1.296,0.936,False Positive,1,-1.296,0.065,False Positive
1982-02-03,116.480,-0.052,-1.296,-1.104,-2.052,0.953,0.155,-1.000,0.335,-1,0.052,0.396,True Negative,-1,0.052,-0.474,True Negative
1982-02-04,116.420,0.722,-0.052,-1.347,-3.306,0.875,1.341,1.000,0.531,1,0.722,0.292,True Positive,-1,-0.722,-0.867,False Negative
1982-02-05,117.260,-2.243,0.722,0.670,-0.441,1.797,1.489,-1.000,0.563,1,-2.243,-0.592,False Positive,1,-2.243,-0.881,False Positive
1982-02-08,114.630,-0.829,-2.243,-1.538,-2.864,-0.959,-1.461,-1.000,0.222,-1,0.829,-0.387,True Negative,-1,0.829,-0.676,True Negative
1982-02-09,113.680,0.862,-0.829,-3.053,-2.404,-4.406,-3.020,1.000,0.531,1,0.862,0.044,True Positive,-1,-0.862,-0.589,False Negative
1982-02-10,114.660,-0.201,0.862,0.026,-1.512,-4.767,-1.130,-1.000,0.607,1,-0.201,-0.006,False Positive,-1,0.201,-0.559,True Negative
1982-02-11,114.430,-0.044,-0.201,0.660,-2.413,-2.844,-0.729,-1.000,0.378,-1,0.044,-0.142,True Negative,-1,0.044,-0.406,True Negative
1982-02-12,114.380,-0.280,-0.044,-0.244,-0.218,-3.076,-1.184,-1.000,0.501,1,-0.280,0.251,False Positive,-1,0.280,0.098,True Negative
1982-02-16,114.060,-0.324,-0.280,-0.323,0.334,-2.078,-1.144,-1.000,0.477,-1,0.324,0.150,True Negative,-1,0.324,-0.003,True Negative
1982-02-17,113.690,0.114,-0.324,-0.603,-0.846,-2.345,-1.490,1.000,0.469,-1,-0.114,-0.045,False Negative,-1,-0.114,0.147,False Negative
1982-02-18,113.820,-0.527,0.114,-0.210,-0.533,-2.934,-1.189,-1.000,0.519,1,-0.527,-0.111,False Positive,-1,0.527,0.212,True Negative
1982-02-19,113.220,-1.440,-0.527,-0.413,-1.014,-1.230,-2.177,-1.000,0.419,-1,1.440,0.169,True Negative,-1,1.440,0.491,True Negative
1982-02-22,111.590,-0.072,-1.440,-1.959,-2.166,-1.838,-6.164,-1.000,0.354,-1,0.072,0.239,True Negative,-1,0.072,0.450,True Negative
1982-02-23,111.510,1.758,-0.072,-1.510,-1.917,-2.747,-7.384,1.000,0.544,1,1.758,0.526,True Positive,-1,-1.758,0.033,False Negative
1982-02-24,113.470,-0.229,1.758,1.685,-0.308,-0.839,-3.659,-1.000,0.648,1,-0.229,0.503,False Positive,1,-0.229,0.010,False Positive
1982-02-25,113.210,-0.088,-0.229,1.525,-0.009,-1.023,-4.067,-1.000,0.347,-1,0.088,0.626,True Negative,-1,0.088,-0.077,True Negative
1982-02-26,113.110,0.177,-0.088,-0.317,1.362,-0.833,-2.893,1.000,0.521,1,0.177,0.373,True Positive,-1,-0.177,-0.401,False Negative
1982-03-01,113.310,-0.556,0.177,0.088,1.614,-0.334,-2.671,-1.000,0.540,1,-0.556,0.248,False Positive,1,-0.556,-0.526,False Positive
1982-03-02,112.680,-1.562,-0.556,-0.380,-0.696,-1.002,-3.906,-1.000,0.413,-1,1.562,0.208,True Negative,-1,1.562,0.138,True Negative
1982-03-03,110.920,-0.938,-1.562,-2.109,-2.023,-2.031,-3.236,-1.000,0.354,-1,0.938,0.442,True Negative,-1,0.938,0.371,True Negative
1982-03-04,109.880,-0.491,-0.938,-2.485,-2.856,-1.532,-3.343,-1.000,0.464,-1,0.491,0.522,True Negative,-1,0.491,0.452,True Negative
1982-03-05,109.340,-1.829,-0.491,-1.424,-3.504,-1.946,-4.640,-1.000,0.449,-1,1.829,0.853,True Negative,-1,1.829,0.853,True Negative
1982-03-08,107.340,1.388,-1.829,-2.312,-4.739,-5.402,-6.196,1.000,0.284,-1,-1.388,0.686,False Negative,-1,-1.388,0.686,False Negative
1982-03-09,108.830,0.533,1.388,-0.466,-1.884,-3.869,-4.852,1.000,0.703,1,0.533,0.481,True Positive,-1,-0.533,0.267,False Negative
1982-03-10,109.410,-0.046,0.533,1.928,-0.428,-3.271,-4.077,-1.000,0.432,-1,0.046,0.302,True Negative,1,-0.046,0.071,False Positive
1982-03-11,109.360,-0.686,-0.046,0.487,0.018,-3.486,-3.809,-1.000,0.447,-1,0.686,0.341,True Negative,-1,0.686,0.110,True Negative
1982-03-12,108.610,0.773,-0.686,-0.731,1.183,-3.612,-4.577,1.000,0.446,-1,-0.773,-0.179,False Negative,-1,-0.773,-0.411,False Negative
1982-03-15,109.450,-0.155,0.773,0.082,0.570,-1.325,-3.330,-1.000,0.618,1,-0.155,0.067,False Positive,1,-0.155,-0.164,False Positive
1982-03-16,109.280,-0.183,-0.155,0.617,-0.119,-0.546,-2.070,-1.000,0.422,-1,0.183,-0.003,True Negative,-1,0.183,-0.021,True Negative
1982-03-17,109.080,1.118,-0.183,-0.338,-0.256,-0.238,-2.179,1.000,0.481,-1,-1.118,-0.235,False Negative,-1,-1.118,-0.235,False Negative
1982-03-18,110.300,0.281,1.118,0.933,1.556,2.758,-2.794,1.000,0.630,1,0.281,-0.316,True Positive,1,0.281,-0.316,True Positive
1982-03-19,110.610,1.953,0.281,1.403,1.060,1.636,-2.297,1.000,0.456,-1,-1.953,-0.552,False Negative,1,1.953,0.229,True Positive
1982-03-22,112.770,0.692,1.953,2.239,3.194,3.071,-0.301,1.000,0.699,1,0.692,-0.383,True Positive,1,0.692,0.398,True Positive
1982-03-23,113.550,-0.511,0.692,2.658,4.098,3.831,0.212,-1.000,0.490,-1,0.511,-0.317,True Negative,1,-0.511,0.259,False Positive
1982-03-24,112.970,0.212,-0.511,0.177,2.421,4.014,0.257,1.000,0.441,-1,-0.212,-0.136,False Negative,1,0.212,0.525,True Positive
1982-03-25,113.210,-1.122,0.212,-0.299,2.351,3.435,2.065,-1.000,0.594,1,-1.122,-0.417,False Positive,1,-1.122,0.245,False Positive
1982-03-26,111.940,0.322,-1.122,-0.912,-0.736,2.434,1.875,1.000,0.371,-1,-0.322,-0.091,False Negative,-1,-0.322,-0.210,False Negative
1982-03-29,112.300,-0.027,0.322,-0.804,-1.101,2.952,2.707,-1.000,0.592,1,-0.027,-0.234,False Positive,1,-0.027,-0.354,False Positive
1982-03-30,112.270,-0.276,-0.027,0.295,-0.620,1.786,4.593,-1.000,0.470,-1,0.276,-0.281,True Negative,1,-0.276,-0.307,False Positive
1982-03-31,111.960,1.635,-0.276,-0.303,-1.104,1.221,2.876,1.000,0.460,-1,-1.635,-0.566,False Negative,-1,-1.635,-0.676,False Negative
1982-04-01,113.790,1.169,1.635,1.354,1.653,0.904,4.003,1.000,0.694,1,1.169,-0.108,True Positive,1,1.169,-0.218,True Positive
1982-04-02,115.120,-0.339,1.169,2.822,2.511,1.383,5.267,-1.000,0.541,1,-0.339,-0.111,False Positive,1,-0.339,-0.222,False Positive
1982-04-05,114.730,0.549,-0.339,0.826,2.191,1.558,5.635,1.000,0.431,-1,-0.549,-0.216,False Negative,1,0.549,-0.106,True Positive
1982-04-06,115.360,0.087,0.549,0.208,3.037,1.899,5.400,1.000,0.631,1,0.087,-0.253,True Positive,1,0.087,-0.034,True Positive
1982-04-07,115.460,0.658,0.087,0.636,1.468,3.145,5.655,1.000,0.502,1,0.658,0.205,True Positive,1,0.658,0.425,True Positive
1982-04-08,116.220,-0.189,0.658,0.745,0.956,3.491,6.546,-1.000,0.580,1,-0.189,-0.066,False Positive,1,-0.189,0.153,False Positive
1982-04-12,116.000,-0.009,-0.189,0.468,1.107,3.322,5.168,-1.000,0.462,-1,0.009,0.003,True Negative,1,-0.009,0.219,False Positive
1982-04-13,115.990,-0.138,-0.009,-0.198,0.546,3.599,4.864,-1.000,0.528,1,-0.138,0.085,False Positive,1,-0.138,0.082,False Positive
1982-04-14,115.830,0.449,-0.138,-0.147,0.320,1.793,2.713,1.000,0.495,-1,-0.449,-0.022,False Negative,1,0.449,0.154,True Positive
1982-04-15,116.350,0.395,0.449,0.310,0.112,1.068,2.466,1.000,0.555,1,0.395,-0.074,True Positive,1,0.395,0.102,True Positive
1982-04-16,116.810,-0.094,0.395,0.846,0.698,1.813,3.399,-1.000,0.520,1,-0.094,-0.055,False Positive,1,-0.094,0.121,False Positive
1982-04-19,116.700,-1.080,-0.094,0.301,0.612,1.162,3.083,-1.000,0.476,-1,1.080,0.159,True Negative,1,-1.080,-0.094,False Positive
1982-04-20,115.440,0.243,-1.080,-1.173,-0.337,-0.017,3.127,1.000,0.405,-1,-0.243,0.138,False Negative,-1,-0.243,-0.115,False Negative
1982-04-21,115.720,1.270,0.243,-0.840,-0.541,-0.430,3.045,1.000,0.592,1,1.270,0.482,True Positive,-1,-1.270,-0.458,False Negative
1982-04-22,117.190,1.237,1.270,1.516,0.325,1.026,4.382,1.000,0.610,1,1.237,0.650,True Positive,1,1.237,-0.290,True Positive
1982-04-23,118.640,0.523,1.237,2.523,1.662,2.285,5.966,1.000,0.561,1,0.523,0.773,True Positive,1,0.523,-0.167,True Positive
1982-04-26,119.260,-1.057,0.523,1.766,3.309,2.961,4.807,-1.000,0.522,1,-1.057,0.346,False Positive,1,-1.057,-0.162,False Positive
1982-04-27,118.000,-0.627,-1.057,-0.539,1.970,1.418,2.502,-1.000,0.401,-1,0.627,0.520,True Negative,-1,0.627,0.012,True Negative
1982-04-28,117.260,-0.955,-0.627,-1.677,0.060,0.385,2.205,-1.000,0.518,1,-0.955,0.075,False Positive,-1,0.955,0.457,True Negative
1982-04-29,116.140,0.258,-0.955,-1.576,-2.107,-0.480,0.676,1.000,0.419,-1,-0.258,-0.224,False Negative,-1,-0.258,0.158,False Negative
1982-04-30,116.440,0.326,0.258,-0.699,-2.365,0.866,0.849,1.000,0.550,1,0.326,-0.263,True Positive,-1,-0.326,-0.012,False Negative
1982-05-03,116.820,0.548,0.326,0.586,-1.000,0.951,0.516,1.000,0.493,-1,-0.548,-0.162,False Negative,1,0.548,0.309,True Positive
1982-05-04,117.460,0.179,0.548,0.876,0.171,0.230,1.259,1.000,0.530,1,0.179,-0.251,True Positive,1,0.179,0.220,True Positive
1982-05-05,117.670,0.858,0.179,0.728,1.317,-0.818,1.448,1.000,0.500,-1,-0.858,-0.232,False Negative,1,0.858,0.200,True Positive
1982-05-06,118.680,0.666,0.858,1.039,1.924,-0.486,2.461,1.000,0.600,1,0.666,-0.047,True Positive,1,0.666,0.385,True Positive
1982-05-07,119.470,-0.912,0.666,1.530,2.268,1.246,2.682,-1.000,0.541,1,-0.912,-0.295,False Positive,1,-0.912,0.268,False Positive
1982-05-10,118.380,0.879,-0.912,-0.253,0.783,0.955,1.344,1.000,0.383,-1,-0.879,-0.361,False Negative,-1,-0.879,-0.018,False Negative
1982-05-11,119.420,-0.209,0.879,-0.042,1.487,2.824,2.331,-1.000,0.666,1,-0.209,-0.438,False Positive,1,-0.209,-0.095,False Positive
1982-05-12,119.170,-0.797,-0.209,0.667,0.413,2.345,3.231,-1.000,0.429,-1,0.797,-0.107,True Negative,1,-0.797,-0.426,False Positive
